Gender,Age,Verification,Sexual_orientation,Sexual_polarity,Looking_for,Last_login,Member_since,Number_of_Comments_in_public_forum,Number_of_offline_meetings_attended,Profile_pictures,Risk,Days,Total_chat_time,Friends
male,47.1,Non_Verified,Heterosexual,Dominant,Nobody,before_1478_days,2013-12-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,52.0,Non_Verified,Heterosexual,Dominant,Nobody,before_1475_days,2013-12-04,0,0.0,0.0,unknown_risk,00,0 days 01:08:00.000000000,
female,24.4,Non_Verified,bisexual,Submisive,Nobody,before_981_days,2013-12-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,54.7,Non_Verified,Heterosexual,Submisive,Nobody,before_1478_days,2013-12-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,41.0,Non_Verified,Heterosexual,Submisive,Men_and_Women,before_1388_days,2013-12-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,1.0
male,38.7,Non_Verified,bisexual,Dominant,Nobody,before_2382_days,2010-12-10,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,26.0,Non_Verified,Heterosexual,Submisive,Nobody,before_1478_days,2013-12-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,24.3,Non_Verified,Heterosexual,Submisive,Nobody,before_1472_days,2013-12-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,26.7,Non_Verified,Heterosexual,Dominant,Women,before_58_days,2013-12-04,4,0.0,0.0,unknown_risk,00,0 days 02:06:00.000000000,1.0
male,24.6,Non_Verified,Heterosexual,Submisive,Women,before_305_days,2013-12-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,45.0,Non_Verified,bicurious,Switch,Nobody,before_1478_days,2013-12-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,42.4,Non_Verified,bisexual,Switch,Nobody,before_1063_days,2013-12-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,37.5,Non_Verified,Heterosexual,Dominant,Nobody,before_11_days,2013-12-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,51.8,Non_Verified,Heterosexual,Dominant,Nobody,before_2391_days,2010-12-10,0,0.0,1.0,unknown_risk,00,0 days 00:00:00.000000000,
male,53.6,Non_Verified,Heterosexual,Dominant,Nobody,before_1478_days,2013-12-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,32.2,Non_Verified,Heterosexual,Submisive,Men,before_352_days,2013-12-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,35.9,Non_Verified,Heterosexual,Submisive,Nobody,before_1478_days,2013-12-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,38.8,Non_Verified,bisexual,Dominant,Nobody,before_1478_days,2013-12-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,30.3,Non_Verified,Heterosexual,Submisive,Nobody,before_1098_days,2013-12-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,2.0
female,42.6,Non_Verified,bisexual,Dominant,Men_and_Women,before_1010_days,2013-12-04,0,0.0,0.0,unknown_risk,00,0 days 01:32:00.000000000,
male,45.3,Non_Verified,Heterosexual,Submisive,Nobody,before_1455_days,2013-12-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,38.5,Non_Verified,Heterosexual,Dominant,Nobody,before_2391_days,2010-12-10,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,38.5,Non_Verified,Homosexual,Submisive,Nobody,before_20_days,2013-04-13,0,0.0,0.0,unknown_risk,00,0 days 00:07:00.000000000,
male,31.1,Non_Verified,Heterosexual,Dominant,Nobody,before_1477_days,2013-04-13,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,29.2,Non_Verified,Heterosexual,Dominant,Nobody_but_maybe,before_1305_days,2013-04-13,1,0.0,0.0,unknown_risk,00,0 days 00:10:00.000000000,1.0
male,34.2,Non_Verified,Homosexual,Switch,Men,before_1477_days,2013-04-13,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,41.3,Non_Verified,Heterosexual,Submisive,Nobody,before_346_days,2013-04-13,0,0.0,14.0,unknown_risk,00,0 days 00:00:00.000000000,
male,41.7,Non_Verified,Heterosexual,Dominant,Nobody,before_1403_days,2013-04-13,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,39.4,Non_Verified,Heterosexual,Switch,Nobody,before_355_days,2013-04-13,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,59.1,Non_Verified,Heterosexual,Dominant,Nobody,before_267_days,2009-11-22,1,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,37.6,Non_Verified,Heterosexual,Switch,Nobody,before_2390_days,2010-10-13,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,20.0,Non_Verified,bicurious,Submisive,Men,before_1328_days,2013-04-13,4,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,40.2,Non_Verified,Heterosexual,Switch,Nobody,before_1396_days,2013-04-13,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,24.1,Non_Verified,bicurious,Submisive,Nobody,before_1029_days,2013-04-13,0,0.0,1.0,unknown_risk,00,0 days 00:00:00.000000000,
male,29.0,Non_Verified,Heterosexual,Submisive,Nobody,before_1461_days,2013-04-14,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,42.7,Non_Verified,bisexual,Dominant,Women,before_662_days,2010-10-13,1,0.0,0.0,unknown_risk,00,0 days 04:37:00.000000000,
female,29.4,Non_Verified,bisexual,Submisive,Nobody,before_1425_days,2013-04-14,0,0.0,0.0,unknown_risk,00,0 days 00:24:00.000000000,
female,41.7,Non_Verified,bicurious,Submisive,Nobody,before_1455_days,2013-04-14,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,33.1,Non_Verified,bisexual,Switch,Nobody_but_maybe,before_1007_days,2013-04-14,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,32.0,Verified,bicurious,Dominant,Women,before_3_days,2013-04-14,11,0.0,1.0,unknown_risk,01,0 days 03:29:00.000000000,2.0
male,36.1,Non_Verified,Heterosexual,Dominant,Nobody,before_1148_days,2013-04-14,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,43.0,Non_Verified,Heterosexual,Submisive,Nobody,before_1764_days,2010-10-13,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,46.5,Non_Verified,Heterosexual,Submisive,Men,before_547_days,2013-04-14,0,0.0,0.0,unknown_risk,00,0 days 00:40:00.000000000,1.0
female,31.0,Non_Verified,Heterosexual,Switch,Nobody,before_1476_days,2013-04-14,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,31.5,Non_Verified,Heterosexual,Submisive,Nobody,before_1476_days,2013-04-14,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,30.1,Non_Verified,Heterosexual,Dominant,Nobody,before_104_days,2013-04-14,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,51.5,Non_Verified,Heterosexual,Switch,Nobody,before_880_days,2013-04-14,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,32.4,Non_Verified,Homosexual,Dominant,Nobody,before_1433_days,2013-04-14,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,28.9,Non_Verified,Heterosexual,Switch,Nobody,before_1475_days,2013-04-15,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,29.0,Non_Verified,bisexual,Submisive,Nobody,before_2390_days,2010-10-13,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,46.0,Non_Verified,Heterosexual,Dominant,Nobody,before_1419_days,2013-04-15,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,28.0,Non_Verified,Heterosexual,Submisive,Nobody,before_1473_days,2013-04-15,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,28.6,Non_Verified,Heterosexual,Dominant,Nobody,before_1472_days,2013-04-15,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,47.3,Non_Verified,Heterosexual,Submisive,Nobody,before_1475_days,2013-04-15,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,34.9,Verified,bisexual,Submisive,Nobody,before_3_days,2013-04-15,123,0.0,6.0,unknown_risk,00,0 days 00:02:00.000000000,
male,38.1,Non_Verified,Heterosexual,Dominant,Nobody,before_1667_days,2010-10-13,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,51.0,Non_Verified,Heterosexual,Dominant,Nobody,before_1475_days,2013-04-15,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,31.4,Non_Verified,bisexual,Switch,Nobody,before_184_days,2013-04-15,16,0.0,3.0,unknown_risk,00,0 days 02:28:00.000000000,
male,,Non_Verified,Heterosexual,Dominant,Nobody,before_1475_days,2013-04-15,0,0.0,0.0,unknown_risk,00,0 days 00:10:00.000000000,
female,22.4,Non_Verified,Heterosexual,Switch,Nobody,before_1475_days,2013-04-15,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,36.4,Non_Verified,Heterosexual,Submisive,Nobody,before_1458_days,2013-04-15,0,0.0,0.0,unknown_risk,00,0 days 00:03:00.000000000,
male,40.1,Non_Verified,Heterosexual,Dominant,Nobody,before_608_days,2013-04-15,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,22.3,Non_Verified,Homosexual,Submisive,Nobody,before_1475_days,2013-04-15,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,35.6,Non_Verified,Heterosexual,Dominant,Nobody,before_1448_days,2013-04-15,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,23.6,Non_Verified,bisexual,Submisive,Nobody,before_1451_days,2013-04-15,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,38.5,Non_Verified,bisexual,Submisive,Nobody,before_2364_days,2010-10-14,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,37.3,Non_Verified,Heterosexual,Switch,Women,before_154_days,2013-04-16,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,39.2,Non_Verified,bisexual,Submisive,Nobody,before_1467_days,2013-04-16,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,26.2,Non_Verified,Heterosexual,Switch,Nobody,before_1474_days,2013-04-16,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,45.7,Non_Verified,Heterosexual,Switch,Nobody,before_547_days,2013-04-16,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,45.6,Non_Verified,Heterosexual,Dominant,Nobody_but_maybe,before_1081_days,2013-04-16,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,31.0,Non_Verified,bisexual,Submisive,Nobody,before_413_days,2010-10-14,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,60.1,Non_Verified,Heterosexual,Switch,Nobody,before_1474_days,2013-04-16,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,49.5,Non_Verified,Heterosexual,Submisive,Nobody,before_1474_days,2013-04-16,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,56.0,Non_Verified,Heterosexual,Submisive,Nobody_but_maybe,before_1374_days,2013-04-16,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,41.0,Non_Verified,Homosexual,Switch,Men,before_379_days,2013-04-16,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,35.8,Non_Verified,bisexual,Switch,Nobody,before_2389_days,2010-10-14,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,31.1,Non_Verified,Heterosexual,Dominant,Nobody,before_4_days,2013-04-16,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,24.6,Non_Verified,Heterosexual,Switch,Women,before_1435_days,2013-04-16,0,0.0,0.0,unknown_risk,00,0 days 00:12:00.000000000,
female,24.9,Non_Verified,Homosexual,Switch,Women,before_1473_days,2013-04-16,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,35.2,Non_Verified,Heterosexual,Submisive,Nobody,before_1146_days,2013-04-17,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,43.8,Non_Verified,Heterosexual,Dominant,Nobody,before_1473_days,2013-04-17,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,33.4,Non_Verified,Heterosexual,Dominant,Women,before_10_days,2013-04-17,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,28.2,Non_Verified,Heterosexual,Switch,Nobody,before_1473_days,2013-04-17,0,0.0,0.0,unknown_risk,00,0 days 00:21:00.000000000,
male,32.1,Non_Verified,Heterosexual,Submisive,Nobody,before_175_days,2010-10-14,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,37.3,Non_Verified,bisexual,Switch,Men_and_Women,before_37_days,2013-04-17,1,0.0,9.0,unknown_risk,00,0 days 11:03:00.000000000,1.0
male,31.7,Non_Verified,Heterosexual,Dominant,Nobody,before_1473_days,2013-04-17,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,21.7,Non_Verified,Heterosexual,Dominant,Women,before_883_days,2013-04-17,0,0.0,0.0,unknown_risk,00,0 days 00:22:00.000000000,8.0
male,44.8,Non_Verified,Heterosexual,Switch,Nobody,before_1460_days,2013-04-17,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,29.9,Non_Verified,Heterosexual,Submisive,Nobody,before_1473_days,2013-04-17,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,22.3,Non_Verified,Heterosexual,Submisive,Nobody,before_1353_days,2013-04-17,4,0.0,0.0,unknown_risk,00,0 days 01:49:00.000000000,
male,38.5,Non_Verified,Heterosexual,Switch,Women,before_253_days,2010-10-14,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,38.2,Non_Verified,Heterosexual,Dominant,Nobody,before_115_days,2013-04-17,11,1.0,5.0,unknown_risk,00,0 days 00:00:00.000000000,2.0
male,40.8,Non_Verified,Heterosexual,Dominant,Women,before_1473_days,2013-04-17,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,58.4,Non_Verified,Heterosexual,Switch,Nobody,before_1473_days,2013-04-17,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,37.0,Non_Verified,Heterosexual,Switch,Nobody,before_1446_days,2013-04-17,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,40.0,Non_Verified,Heterosexual,Switch,Nobody,before_47_days,2013-04-17,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,23.8,Non_Verified,Heterosexual,Submisive,Men,before_1423_days,2013-04-18,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,53.3,Non_Verified,Heterosexual,Submisive,Nobody,before_64_days,2013-04-18,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,41.0,Non_Verified,Heterosexual,Dominant,Women,before_3_days,2010-10-15,0,0.0,0.0,unknown_risk,00,0 days 01:05:00.000000000,
male,27.8,Non_Verified,Homosexual,Submisive,Nobody,before_1472_days,2013-04-18,0,0.0,0.0,unknown_risk,00,0 days 00:06:00.000000000,
male,67.5,Non_Verified,Heterosexual,Submisive,Nobody,before_584_days,2013-04-18,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,31.5,Non_Verified,Heterosexual,Submisive,Nobody_but_maybe,before_1450_days,2013-04-18,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,30.6,Non_Verified,Heterosexual,Dominant,Nobody,before_1269_days,2013-04-18,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,32.2,Non_Verified,Heterosexual,Dominant,Nobody,before_3_days,2013-04-18,65,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,32.1,Non_Verified,Homosexual,Switch,Nobody,before_2388_days,2010-10-15,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,50.6,Non_Verified,Heterosexual,Submisive,Nobody,before_316_days,2013-04-18,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,26.7,Non_Verified,Heterosexual,Switch,Women,before_17_days,2013-04-18,1,0.0,0.0,unknown_risk,00,0 days 00:46:00.000000000,
male,37.0,Non_Verified,bicurious,Switch,Women,before_1300_days,2013-04-18,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,29.2,Non_Verified,Heterosexual,Switch,Nobody,before_1260_days,2013-04-18,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,44.2,Non_Verified,bisexual,Dominant,Nobody,before_559_days,2013-04-18,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,34.8,Non_Verified,bisexual,Submisive,Men_and_Women,before_100_days,2013-04-19,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,42.3,Non_Verified,Heterosexual,Dominant,Nobody,before_1470_days,2013-04-19,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,44.3,Non_Verified,bisexual,Submisive,Nobody,before_2_days,2010-10-15,3,0.0,0.0,unknown_risk,00,0 days 02:23:00.000000000,4.0
male,32.9,Non_Verified,Heterosexual,Dominant,Women,before_1364_days,2013-04-19,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,42.5,Non_Verified,Heterosexual,Dominant,Nobody,before_1471_days,2013-04-19,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,35.2,Non_Verified,bisexual,Submisive,Nobody,before_469_days,2013-04-19,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,47.9,Non_Verified,Heterosexual,Switch,Nobody,before_224_days,2013-04-19,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,33.0,Non_Verified,bisexual,Dominant,Women,before_1471_days,2013-04-19,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,35.2,Non_Verified,Heterosexual,Switch,Nobody,before_1471_days,2013-04-19,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,30.5,Non_Verified,bisexual,Switch,Nobody,before_1470_days,2013-04-19,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,50.6,Non_Verified,Heterosexual,Switch,Nobody,before_2387_days,2010-10-16,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,43.9,Verified,Heterosexual,Dominant,Nobody,before_334_days,2013-04-19,0,2.0,0.0,unknown_risk,05,0 days 13:02:00.000000000,9.0
male,27.1,Non_Verified,Heterosexual,Dominant,Women,before_717_days,2013-04-19,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,1.0
female,28.7,Non_Verified,Homosexual,Dominant,Nobody,before_1471_days,2013-04-19,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,31.2,Non_Verified,Heterosexual,Dominant,Nobody,before_1430_days,2013-04-19,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,31.4,Non_Verified,Heterosexual,Submisive,Women,before_125_days,2013-04-19,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,63.8,Non_Verified,bisexual,Dominant,Men_and_Women,before_1432_days,2013-04-19,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,23.2,Non_Verified,Heterosexual,Submisive,Nobody,before_89_days,2013-04-19,48,0.0,1.0,unknown_risk,00,0 days 03:34:00.000000000,1.0
male,26.4,Non_Verified,Heterosexual,Dominant,Nobody,before_22_days,2010-10-16,0,0.0,0.0,unknown_risk,00,0 days 00:01:00.000000000,
male,32.3,Non_Verified,bisexual,Switch,Nobody,before_1471_days,2013-04-19,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,31.0,Non_Verified,Heterosexual,Submisive,Nobody,before_1_days,2013-04-19,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,46.9,Non_Verified,Heterosexual,Dominant,Nobody,before_1451_days,2013-04-19,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,47.0,Non_Verified,bisexual,Submisive,Nobody,before_42_days,2013-04-19,0,0.0,0.0,unknown_risk,00,0 days 00:03:00.000000000,
female,50.0,Non_Verified,bisexual,Dominant,Nobody,before_1392_days,2013-04-20,2,0.0,0.0,unknown_risk,00,0 days 00:10:00.000000000,
male,34.1,Non_Verified,bisexual,Dominant,Nobody,before_1451_days,2013-04-20,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,45.3,Non_Verified,bicurious,Submisive,Nobody,before_903_days,2013-04-20,0,0.0,0.0,unknown_risk,00,0 days 00:05:00.000000000,
male,48.6,Verified,Heterosexual,Dominant,Women,before_9_days,2010-10-16,2,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,1.0
male,48.1,Non_Verified,Heterosexual,Dominant,Women,before_1436_days,2013-04-20,0,0.0,0.0,unknown_risk,00,0 days 00:01:00.000000000,
male,44.7,Non_Verified,Heterosexual,Dominant,Nobody,before_376_days,2010-10-17,0,0.0,0.0,unknown_risk,00,0 days 00:07:00.000000000,
male,31.3,Non_Verified,bicurious,Switch,Nobody,before_1469_days,2013-04-20,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,23.0,Non_Verified,Heterosexual,Switch,Nobody,before_1470_days,2013-04-20,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,27.0,Non_Verified,Heterosexual,Switch,Nobody,before_1_days,2013-04-20,0,0.0,0.0,unknown_risk,00,0 days 00:13:00.000000000,
male,46.1,Non_Verified,Heterosexual,Submisive,Nobody,before_1470_days,2013-04-20,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,27.9,Non_Verified,Heterosexual,Dominant,Nobody,before_358_days,2013-04-20,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,48.3,Non_Verified,Heterosexual,Dominant,Nobody,before_1428_days,2013-04-20,0,0.0,0.0,unknown_risk,00,0 days 00:30:00.000000000,
male,48.9,Non_Verified,Heterosexual,Dominant,Nobody,before_1094_days,2010-10-17,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,39.0,Non_Verified,Heterosexual,Dominant,Nobody,before_1466_days,2013-04-20,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,26.0,Verified,Heterosexual,Submisive,Nobody,before_1_days,2013-04-20,481,3.0,0.0,unknown_risk,00,0 days 02:25:00.000000000,20.0
male,39.0,Non_Verified,bisexual,Submisive,Women,before_584_days,2013-04-20,17,0.0,0.0,unknown_risk,02,0 days 02:40:00.000000000,
male,56.8,Non_Verified,Heterosexual,Dominant,Nobody,before_1396_days,2013-04-20,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,57.0,Non_Verified,Heterosexual,Submisive,Men_and_Women,before_722_days,2013-04-20,0,0.0,0.0,unknown_risk,00,0 days 00:14:00.000000000,
male,47.1,Non_Verified,bisexual,Dominant,Nobody,before_1462_days,2013-04-21,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,35.4,Non_Verified,bisexual,Dominant,Nobody,before_2386_days,2010-10-17,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,32.9,Verified,bicurious,Submisive,Nobody,before_3_days,2013-04-21,18,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,37.5,Non_Verified,Heterosexual,Submisive,Nobody,before_660_days,2013-04-21,11,0.0,0.0,unknown_risk,00,0 days 00:12:00.000000000,
female,31.9,Non_Verified,bisexual,Dominant,Nobody,before_261_days,2013-04-21,0,0.0,0.0,unknown_risk,00,0 days 00:25:00.000000000,
male,61.8,Non_Verified,Heterosexual,Dominant,Nobody,before_1469_days,2013-04-21,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,34.9,Non_Verified,bisexual,Switch,Nobody,before_2385_days,2010-10-18,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,28.1,Non_Verified,Heterosexual,Switch,Nobody,before_1468_days,2013-04-21,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,34.3,Non_Verified,Homosexual,Submisive,Nobody,before_1468_days,2013-04-21,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
